InvoiceID,Branch,City,Category,Unit_Price,Quantity,Date,Time,Payment_Method,Rating,Profit_Margin,Total_Revenue,Profit,profit_per_unit,Year,Month,DayOfWeek,Day
1738,WALM077,Coppell,Fashion accessories,43.0,3.0,2020-11-27,06:05:00,Ewallet,6.0,0.33,129.0,42.57,14.19,2020,11,4,27
1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,2022-10-10,22:03:00,Ewallet,7.0,0.33,54.0,17.82,17.82,2022,10,0,10
1740,WALM093,Angleton,Fashion accessories,51.0,3.0,2022-10-09,18:02:00,Ewallet,7.0,0.33,153.0,50.49,16.830000000000002,2022,10,6,9
1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,2021-08-11,09:06:00,Ewallet,9.0,0.48,135.0,64.8,21.599999999999998,2021,8,2,11
1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,2023-01-19,12:07:00,Ewallet,6.0,0.48,40.0,19.2,19.2,2023,1,3,19
1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,2023-01-05,16:14:00,Ewallet,8.0,0.33,58.0,19.14,9.57,2023,1,3,5
1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,2021-12-09,14:20:00,Ewallet,7.0,0.33,126.0,41.580000000000005,20.790000000000003,2021,12,3,9
1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,2021-08-10,13:54:00,Ewallet,9.0,0.48,41.0,19.68,19.68,2021,8,1,10
1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,2023-02-09,21:00:00,Ewallet,8.0,0.48,134.0,64.32,32.16,2023,2,3,9
1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,2022-08-16,18:53:00,Ewallet,5.0,0.48,222.0,106.56,35.52,2022,8,1,16
1748,WALM026,Denton,Fashion accessories,52.0,2.0,2021-05-03,08:59:00,Ewallet,9.0,0.48,104.0,49.92,24.96,2021,5,0,3
1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,2020-09-17,14:27:00,Ewallet,9.0,0.33,57.0,18.810000000000002,18.810000000000002,2020,9,3,17
1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,2020-07-27,13:12:00,Ewallet,9.0,0.57,90.0,51.3,17.099999999999998,2020,7,0,27
1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,2021-11-05,19:28:00,Ewallet,4.0,0.33,222.0,73.26,24.42,2021,11,4,5
1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,2023-08-08,06:21:00,Ewallet,9.0,0.33,76.0,25.080000000000002,25.080000000000002,2023,8,1,8
1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,2020-10-06,06:54:00,Ewallet,8.0,0.57,141.0,80.36999999999999,26.789999999999996,2020,10,1,6
1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,2023-02-27,06:04:00,Ewallet,9.0,0.33,78.0,25.740000000000002,8.58,2023,2,0,27
1755,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,2022-05-22,08:37:00,Ewallet,9.0,0.48,25.0,12.0,12.0,2022,5,6,22
1756,WALM040,Edinburg,Fashion accessories,73.0,1.0,2020-05-05,16:07:00,Ewallet,9.0,0.48,73.0,35.04,35.04,2020,5,1,5
1757,WALM081,Friendswood,Home and lifestyle,28.0,1.0,2021-12-16,12:03:00,Ewallet,4.0,0.33,28.0,9.24,9.24,2021,12,3,16
1758,WALM072,Lancaster,Fashion accessories,59.0,1.0,2021-02-16,09:16:00,Ewallet,8.0,0.33,59.0,19.470000000000002,19.470000000000002,2021,2,1,16
1759,WALM026,Denton,Home and lifestyle,68.0,2.0,2022-01-18,11:38:00,Ewallet,8.0,0.48,136.0,65.28,32.64,2022,1,1,18
1760,WALM093,Angleton,Fashion accessories,35.0,3.0,2021-04-13,07:30:00,Ewallet,4.0,0.33,105.0,34.65,11.549999999999999,2021,4,1,13
1761,WALM077,Coppell,Home and lifestyle,38.0,3.0,2022-06-03,08:05:00,Ewallet,8.0,0.33,114.0,37.620000000000005,12.540000000000001,2022,6,4,3
1762,WALM091,Little Elm,Fashion accessories,25.0,2.0,2021-11-23,11:26:00,Ewallet,6.0,0.33,50.0,16.5,8.25,2021,11,1,23
1763,WALM008,Corpus Christi,Home and lifestyle,47.0,2.0,2021-07-12,14:18:00,Ewallet,4.0,0.48,94.0,45.12,22.56,2021,7,0,12
1764,WALM092,Lake Jackson,Fashion accessories,34.0,2.0,2022-10-18,19:54:00,Ewallet,6.0,0.33,68.0,22.44,11.22,2022,10,1,18
1765,WALM079,La Porte,Home and lifestyle,70.0,2.0,2020-04-14,10:23:00,Ewallet,4.0,0.33,140.0,46.2,23.1,2020,4,1,14
1766,WALM085,Kerrville,Fashion accessories,75.0,2.0,2020-02-28,09:19:00,Ewallet,8.0,0.33,150.0,49.5,24.75,2020,2,4,28
1767,WALM083,Farmers Branch,Home and lifestyle,57.0,1.0,2020-01-30,14:17:00,Ewallet,6.0,0.33,57.0,18.810000000000002,18.810000000000002,2020,1,3,30
1768,WALM100,Canyon,Fashion accessories,83.0,1.0,2020-12-08,21:26:00,Ewallet,6.0,0.18,83.0,14.94,14.94,2020,12,1,8
1769,WALM021,Mcallen,Home and lifestyle,21.0,1.0,2021-03-04,13:31:00,Ewallet,4.0,0.48,21.0,10.08,10.08,2021,3,3,4
1770,WALM016,Brownsville,Fashion accessories,61.0,2.0,2023-11-29,20:59:00,Ewallet,9.0,0.48,122.0,58.559999999999995,29.279999999999998,2023,11,2,29
1771,WALM037,League City,Home and lifestyle,38.0,2.0,2023-02-02,13:11:00,Ewallet,7.0,0.48,76.0,36.48,18.24,2023,2,3,2
1772,WALM053,Conroe,Fashion accessories,72.0,2.0,2021-01-29,08:40:00,Ewallet,8.0,0.57,144.0,82.08,41.04,2021,1,4,29
1773,WALM039,Longview,Home and lifestyle,67.0,3.0,2023-06-14,17:10:00,Ewallet,7.0,0.48,201.0,96.47999999999999,32.16,2023,6,2,14
1774,WALM068,Burleson,Fashion accessories,77.0,3.0,2021-12-06,07:07:00,Ewallet,7.0,0.33,231.0,76.23,25.41,2021,12,0,6
1775,WALM044,Pharr,Home and lifestyle,32.0,3.0,2020-04-01,16:10:00,Ewallet,6.0,0.48,96.0,46.08,15.36,2020,4,2,1
1776,WALM071,Lufkin,Fashion accessories,84.0,3.0,2021-02-24,13:58:00,Ewallet,8.0,0.33,252.0,83.16000000000001,27.720000000000002,2021,2,2,24
1777,WALM004,Austin,Home and lifestyle,73.0,3.0,2021-07-30,21:22:00,Ewallet,7.0,0.48,219.0,105.11999999999999,35.04,2021,7,4,30
1778,WALM083,Farmers Branch,Fashion accessories,71.0,3.0,2021-12-29,17:31:00,Ewallet,5.0,0.33,213.0,70.29,23.430000000000003,2021,12,2,29
1779,WALM044,Pharr,Home and lifestyle,42.0,1.0,2023-04-02,13:13:00,Ewallet,6.0,0.48,42.0,20.16,20.16,2023,4,6,2
1780,WALM042,Bryan,Fashion accessories,55.0,2.0,2020-08-26,09:16:00,Ewallet,9.0,0.48,110.0,52.8,26.4,2020,8,2,26
1781,WALM016,Brownsville,Home and lifestyle,68.0,1.0,2021-12-10,18:50:00,Ewallet,7.0,0.48,68.0,32.64,32.64,2021,12,4,10
1782,WALM059,Pflugerville,Fashion accessories,40.0,2.0,2020-10-03,20:08:00,Ewallet,6.0,0.33,80.0,26.400000000000002,13.200000000000001,2020,10,5,3
1783,WALM047,Flower Mound,Home and lifestyle,72.0,3.0,2022-10-31,21:50:00,Ewallet,6.0,0.48,216.0,103.67999999999999,34.559999999999995,2022,10,0,31
1784,WALM036,Allen,Fashion accessories,53.0,1.0,2020-11-30,09:30:00,Ewallet,7.0,0.48,53.0,25.439999999999998,25.439999999999998,2020,11,0,30
1785,WALM044,Pharr,Home and lifestyle,16.0,3.0,2023-05-23,06:16:00,Ewallet,5.0,0.48,48.0,23.04,7.68,2023,5,1,23
1786,WALM096,Eagle Pass,Fashion accessories,29.0,1.0,2020-01-27,14:50:00,Ewallet,6.0,0.18,29.0,5.22,5.22,2020,1,0,27
1787,WALM090,Brownwood,Home and lifestyle,24.0,1.0,2023-03-14,17:14:00,Ewallet,7.0,0.33,24.0,7.92,7.92,2023,3,1,14
1788,WALM097,Alice,Fashion accessories,43.0,1.0,2023-10-30,12:15:00,Ewallet,8.0,0.18,43.0,7.739999999999999,7.739999999999999,2023,10,0,30
1789,WALM008,Corpus Christi,Home and lifestyle,75.0,3.0,2020-03-25,07:45:00,Ewallet,8.0,0.48,225.0,108.0,36.0,2020,3,2,25
1790,WALM024,Carrollton,Fashion accessories,59.0,2.0,2020-05-25,22:58:00,Ewallet,8.0,0.48,118.0,56.64,28.32,2020,5,0,25
1791,WALM010,Laredo,Home and lifestyle,28.0,1.0,2021-11-25,18:20:00,Ewallet,8.0,0.48,28.0,13.44,13.44,2021,11,3,25
1792,WALM009,Plano,Fashion accessories,16.0,1.0,2022-01-23,18:19:00,Ewallet,9.0,0.48,16.0,7.68,7.68,2022,1,6,23
1793,WALM085,Kerrville,Home and lifestyle,19.0,1.0,2022-06-04,20:16:00,Ewallet,5.0,0.33,19.0,6.2700000000000005,6.2700000000000005,2022,6,5,4
1794,WALM024,Carrollton,Fashion accessories,75.0,2.0,2021-07-11,08:01:00,Ewallet,6.0,0.48,150.0,72.0,36.0,2021,7,6,11
1795,WALM079,La Porte,Home and lifestyle,27.0,3.0,2020-08-26,11:24:00,Ewallet,7.0,0.33,81.0,26.73,8.91,2020,8,2,26
1796,WALM096,Eagle Pass,Fashion accessories,75.0,3.0,2022-05-06,14:27:00,Ewallet,6.0,0.18,225.0,40.5,13.5,2022,5,4,6
1797,WALM091,Little Elm,Home and lifestyle,24.0,2.0,2023-08-27,18:13:00,Ewallet,7.0,0.33,48.0,15.84,7.92,2023,8,6,27
1798,WALM011,Lubbock,Fashion accessories,33.0,3.0,2020-07-24,10:27:00,Ewallet,7.0,0.48,99.0,47.519999999999996,15.839999999999998,2020,7,4,24
1799,WALM027,Abilene,Home and lifestyle,74.0,1.0,2023-09-27,12:39:00,Ewallet,6.0,0.48,74.0,35.519999999999996,35.519999999999996,2023,9,2,27
1800,WALM036,Allen,Fashion accessories,77.0,2.0,2023-06-17,06:08:00,Ewallet,6.0,0.48,154.0,73.92,36.96,2023,6,5,17
1801,WALM047,Flower Mound,Home and lifestyle,61.0,2.0,2020-08-29,11:29:00,Ewallet,6.0,0.48,122.0,58.559999999999995,29.279999999999998,2020,8,5,29
1802,WALM030,Richardson,Fashion accessories,28.0,3.0,2023-01-18,10:03:00,Ewallet,8.0,0.48,84.0,40.32,13.44,2023,1,2,18
1803,WALM006,El Paso,Home and lifestyle,45.0,3.0,2020-12-21,09:43:00,Ewallet,6.0,0.48,135.0,64.8,21.599999999999998,2020,12,0,21
1804,WALM042,Bryan,Fashion accessories,40.0,1.0,2020-03-19,16:51:00,Ewallet,7.0,0.48,40.0,19.2,19.2,2020,3,3,19
1805,WALM077,Coppell,Home and lifestyle,16.0,1.0,2023-12-27,19:49:00,Ewallet,5.0,0.33,16.0,5.28,5.28,2023,12,2,27
1806,WALM043,Baytown,Fashion accessories,44.0,2.0,2021-08-12,12:26:00,Ewallet,7.0,0.48,88.0,42.239999999999995,21.119999999999997,2021,8,3,12
1807,WALM062,Galveston,Home and lifestyle,49.0,1.0,2023-03-14,10:44:00,Ewallet,9.0,0.33,49.0,16.17,16.17,2023,3,1,14
1808,WALM024,Carrollton,Fashion accessories,74.0,3.0,2021-06-22,07:04:00,Ewallet,8.0,0.48,222.0,106.56,35.52,2021,6,1,22
1809,WALM008,Corpus Christi,Home and lifestyle,23.0,1.0,2023-12-05,17:04:00,Ewallet,5.0,0.48,23.0,11.04,11.04,2023,12,1,5
1810,WALM076,Huntsville,Fashion accessories,46.0,3.0,2023-11-12,19:23:00,Ewallet,7.0,0.33,138.0,45.54,15.18,2023,11,6,12
1811,WALM041,Mission,Home and lifestyle,47.0,3.0,2021-05-09,18:54:00,Ewallet,7.0,0.48,141.0,67.67999999999999,22.56,2021,5,6,9
1812,WALM081,Friendswood,Fashion accessories,58.0,1.0,2020-07-02,19:15:00,Ewallet,5.0,0.33,58.0,19.14,19.14,2020,7,3,2
1813,WALM044,Pharr,Home and lifestyle,77.0,1.0,2022-06-01,08:04:00,Ewallet,8.0,0.48,77.0,36.96,36.96,2022,6,2,1
1814,WALM047,Flower Mound,Fashion accessories,26.0,2.0,2021-09-19,20:21:00,Ewallet,5.0,0.48,52.0,24.96,12.48,2021,9,6,19
1815,WALM036,Allen,Home and lifestyle,24.0,1.0,2023-10-09,06:11:00,Ewallet,8.0,0.48,24.0,11.52,11.52,2023,10,0,9
1816,WALM097,Alice,Fashion accessories,46.0,2.0,2023-04-20,07:10:00,Ewallet,6.0,0.18,92.0,16.56,8.28,2023,4,3,20
1817,WALM076,Huntsville,Home and lifestyle,15.0,3.0,2020-11-04,15:12:00,Ewallet,9.0,0.33,45.0,14.850000000000001,4.95,2020,11,2,4
1818,WALM070,Hurst,Fashion accessories,27.0,1.0,2021-06-01,10:14:00,Ewallet,4.0,0.33,27.0,8.91,8.91,2021,6,1,1
1819,WALM031,Lewisville,Home and lifestyle,68.0,2.0,2020-12-20,09:25:00,Ewallet,6.0,0.48,136.0,65.28,32.64,2020,12,6,20
1820,WALM009,Plano,Fashion accessories,64.0,2.0,2021-03-16,13:36:00,Ewallet,5.0,0.48,128.0,61.44,30.72,2021,3,1,16
1821,WALM091,Little Elm,Home and lifestyle,40.0,3.0,2021-03-10,08:54:00,Ewallet,7.0,0.33,120.0,39.6,13.200000000000001,2021,3,2,10
1822,WALM048,Harlingen,Fashion accessories,15.0,3.0,2021-04-20,16:05:00,Ewallet,4.0,0.48,45.0,21.599999999999998,7.199999999999999,2021,4,1,20
1823,WALM042,Bryan,Home and lifestyle,73.0,3.0,2023-02-08,17:16:00,Ewallet,5.0,0.48,219.0,105.11999999999999,35.04,2023,2,2,8
1824,WALM097,Alice,Fashion accessories,45.0,2.0,2021-05-25,19:00:00,Ewallet,8.0,0.18,90.0,16.2,8.1,2021,5,1,25
1825,WALM005,Fort Worth,Home and lifestyle,44.0,3.0,2022-02-26,18:32:00,Ewallet,9.0,0.48,132.0,63.36,21.12,2022,2,5,26
1826,WALM016,Brownsville,Fashion accessories,56.0,2.0,2023-07-28,16:20:00,Ewallet,8.0,0.48,112.0,53.76,26.88,2023,7,4,28
1827,WALM026,Denton,Home and lifestyle,17.0,1.0,2020-01-11,06:59:00,Ewallet,5.0,0.48,17.0,8.16,8.16,2020,1,5,11
1828,WALM002,Dallas,Fashion accessories,38.0,3.0,2022-06-25,18:43:00,Ewallet,7.0,0.36,114.0,41.04,13.68,2022,6,5,25
1829,WALM063,Georgetown,Home and lifestyle,73.0,3.0,2021-12-25,07:31:00,Ewallet,7.0,0.33,219.0,72.27000000000001,24.090000000000003,2021,12,5,25
1830,WALM001,Houston,Fashion accessories,30.0,1.0,2020-01-27,19:13:00,Ewallet,5.0,0.36,30.0,10.799999999999999,10.799999999999999,2020,1,0,27
1831,WALM008,Corpus Christi,Home and lifestyle,76.0,1.0,2022-01-20,15:44:00,Ewallet,4.0,0.48,76.0,36.48,36.48,2022,1,3,20
1832,WALM053,Conroe,Fashion accessories,75.0,2.0,2023-11-17,20:39:00,Ewallet,9.0,0.57,150.0,85.49999999999999,42.74999999999999,2023,11,4,17
1833,WALM076,Huntsville,Home and lifestyle,42.0,1.0,2020-03-04,07:03:00,Ewallet,5.0,0.33,42.0,13.860000000000001,13.860000000000001,2020,3,2,4
1834,WALM027,Abilene,Fashion accessories,81.0,3.0,2023-01-17,09:32:00,Ewallet,8.0,0.48,243.0,116.64,38.88,2023,1,1,17
1835,WALM034,College Station,Home and lifestyle,39.0,3.0,2021-01-27,08:56:00,Ewallet,9.0,0.48,117.0,56.16,18.72,2021,1,2,27
1836,WALM072,Lancaster,Fashion accessories,70.0,2.0,2020-09-19,08:48:00,Ewallet,8.0,0.33,140.0,46.2,23.1,2020,9,5,19
1837,WALM083,Farmers Branch,Home and lifestyle,33.0,2.0,2022-08-29,13:30:00,Ewallet,9.0,0.33,66.0,21.78,10.89,2022,8,0,29
1838,WALM016,Brownsville,Fashion accessories,46.0,1.0,2020-05-21,20:26:00,Ewallet,7.0,0.48,46.0,22.08,22.08,2020,5,3,21
1839,WALM019,Pasadena,Home and lifestyle,28.0,2.0,2020-09-07,16:06:00,Ewallet,7.0,0.48,56.0,26.88,13.44,2020,9,0,7
1840,WALM080,Nacogdoches,Fashion accessories,80.0,2.0,2020-02-22,22:13:00,Ewallet,8.0,0.33,160.0,52.800000000000004,26.400000000000002,2020,2,5,22
1841,WALM015,Grand Prairie,Home and lifestyle,24.0,2.0,2023-07-28,11:58:00,Ewallet,6.0,0.48,48.0,23.04,11.52,2023,7,4,28
1842,WALM058,Port Arthur,Fashion accessories,59.0,3.0,2020-04-04,06:34:00,Ewallet,9.0,0.33,177.0,58.410000000000004,19.470000000000002,2020,4,5,4
1843,WALM066,Grapevine,Home and lifestyle,72.0,2.0,2023-07-13,13:09:00,Ewallet,4.0,0.33,144.0,47.52,23.76,2023,7,3,13
1844,WALM081,Friendswood,Fashion accessories,36.0,2.0,2021-07-26,16:36:00,Ewallet,7.0,0.33,72.0,23.76,11.88,2021,7,0,26
1845,WALM028,Odessa,Home and lifestyle,62.0,2.0,2022-03-06,13:31:00,Ewallet,9.0,0.48,124.0,59.519999999999996,29.759999999999998,2022,3,6,6
1846,WALM090,Brownwood,Fashion accessories,79.0,1.0,2023-09-29,09:44:00,Ewallet,8.0,0.33,79.0,26.07,26.07,2023,9,4,29
1847,WALM036,Allen,Home and lifestyle,61.0,1.0,2020-01-24,09:08:00,Ewallet,4.0,0.48,61.0,29.279999999999998,29.279999999999998,2020,1,4,24
1848,WALM031,Lewisville,Fashion accessories,75.0,3.0,2022-08-04,16:28:00,Ewallet,6.0,0.48,225.0,108.0,36.0,2022,8,3,4
1849,WALM034,College Station,Home and lifestyle,33.0,1.0,2021-11-12,22:55:00,Ewallet,6.0,0.48,33.0,15.84,15.84,2021,11,4,12
1850,WALM043,Baytown,Fashion accessories,67.0,2.0,2021-01-13,06:45:00,Ewallet,6.0,0.48,134.0,64.32,32.16,2021,1,2,13
1851,WALM019,Pasadena,Home and lifestyle,72.0,3.0,2023-08-20,08:49:00,Ewallet,4.0,0.48,216.0,103.67999999999999,34.559999999999995,2023,8,6,20
1852,WALM080,Nacogdoches,Fashion accessories,75.0,1.0,2023-11-14,08:15:00,Ewallet,7.0,0.33,75.0,24.75,24.75,2023,11,1,14
1853,WALM043,Baytown,Home and lifestyle,22.0,2.0,2022-09-23,20:10:00,Ewallet,6.0,0.48,44.0,21.119999999999997,10.559999999999999,2022,9,4,23
1854,WALM051,New Braunfels,Fashion accessories,30.0,2.0,2022-02-01,15:12:00,Ewallet,9.0,0.48,60.0,28.799999999999997,14.399999999999999,2022,2,1,1
1855,WALM015,Grand Prairie,Home and lifestyle,63.0,1.0,2020-07-10,22:14:00,Ewallet,8.0,0.48,63.0,30.24,30.24,2020,7,4,10
1856,WALM064,Bedford,Fashion accessories,35.0,1.0,2022-07-02,18:03:00,Ewallet,6.0,0.33,35.0,11.55,11.55,2022,7,5,2
1857,WALM042,Bryan,Home and lifestyle,38.0,2.0,2022-10-19,19:37:00,Ewallet,6.0,0.48,76.0,36.48,18.24,2022,10,2,19
1858,WALM010,Laredo,Fashion accessories,17.0,2.0,2020-09-27,17:46:00,Ewallet,6.0,0.48,34.0,16.32,8.16,2020,9,6,27
1859,WALM081,Friendswood,Home and lifestyle,57.0,1.0,2023-11-12,19:04:00,Ewallet,6.0,0.33,57.0,18.810000000000002,18.810000000000002,2023,11,6,12
1860,WALM061,Cedar Park,Fashion accessories,18.0,2.0,2020-04-27,17:58:00,Ewallet,5.0,0.33,36.0,11.88,5.94,2020,4,0,27
1861,WALM052,Mansfield,Home and lifestyle,57.0,1.0,2022-09-26,07:55:00,Ewallet,6.0,0.57,57.0,32.489999999999995,32.489999999999995,2022,9,0,26
1862,WALM098,Mineral Wells,Fashion accessories,18.0,2.0,2020-09-12,19:24:00,Ewallet,6.0,0.18,36.0,6.4799999999999995,3.2399999999999998,2020,9,5,12
1863,WALM001,Houston,Home and lifestyle,68.0,1.0,2020-06-10,19:09:00,Ewallet,9.0,0.36,68.0,24.48,24.48,2020,6,2,10
1864,WALM024,Carrollton,Fashion accessories,80.0,1.0,2023-09-24,17:47:00,Ewallet,8.0,0.48,80.0,38.4,38.4,2023,9,6,24
1865,WALM045,Missouri City,Home and lifestyle,72.0,3.0,2020-04-05,13:24:00,Credit card,9.0,0.48,216.0,103.67999999999999,34.559999999999995,2020,4,6,5
1866,WALM057,Euless,Fashion accessories,63.0,3.0,2023-05-21,10:05:00,Ewallet,4.0,0.33,189.0,62.370000000000005,20.790000000000003,2023,5,6,21
1867,WALM092,Lake Jackson,Home and lifestyle,37.0,2.0,2020-02-13,09:01:00,Ewallet,4.0,0.33,74.0,24.42,12.21,2020,2,3,13
1868,WALM064,Bedford,Fashion accessories,23.0,2.0,2022-05-12,12:08:00,Ewallet,8.0,0.33,46.0,15.180000000000001,7.590000000000001,2022,5,3,12
1869,WALM041,Mission,Home and lifestyle,31.0,3.0,2022-05-28,10:40:00,Ewallet,4.0,0.48,93.0,44.64,14.88,2022,5,5,28
1870,WALM048,Harlingen,Fashion accessories,78.0,2.0,2023-05-04,11:26:00,Ewallet,8.0,0.48,156.0,74.88,37.44,2023,5,3,4
1871,WALM026,Denton,Home and lifestyle,63.0,2.0,2021-06-21,21:18:00,Ewallet,5.0,0.48,126.0,60.48,30.24,2021,6,0,21
1872,WALM067,Haltom City,Fashion accessories,40.0,2.0,2023-05-10,09:26:00,Ewallet,7.0,0.33,80.0,26.400000000000002,13.200000000000001,2023,5,2,10
1873,WALM013,Irving,Home and lifestyle,17.0,3.0,2021-02-15,09:05:00,Ewallet,9.0,0.48,51.0,24.48,8.16,2021,2,0,15
1874,WALM004,Austin,Fashion accessories,70.0,1.0,2022-04-11,20:02:00,Ewallet,8.0,0.48,70.0,33.6,33.6,2022,4,0,11
1875,WALM100,Canyon,Home and lifestyle,43.0,3.0,2022-10-19,08:11:00,Ewallet,9.0,0.18,129.0,23.22,7.739999999999999,2022,10,2,19
1876,WALM005,Fort Worth,Fashion accessories,37.0,3.0,2023-08-26,19:21:00,Ewallet,7.0,0.48,111.0,53.28,17.76,2023,8,5,26
1877,WALM020,Killeen,Home and lifestyle,43.0,1.0,2023-12-16,10:50:00,Ewallet,4.0,0.48,43.0,20.64,20.64,2023,12,5,16
1878,WALM030,Richardson,Fashion accessories,52.0,2.0,2020-12-18,19:34:00,Ewallet,8.0,0.48,104.0,49.92,24.96,2020,12,4,18
1879,WALM042,Bryan,Home and lifestyle,78.0,2.0,2020-11-16,13:57:00,Ewallet,6.0,0.48,156.0,74.88,37.44,2020,11,0,16
1880,WALM090,Brownwood,Fashion accessories,32.0,2.0,2022-07-14,06:32:00,Ewallet,6.0,0.33,64.0,21.12,10.56,2022,7,3,14
1881,WALM002,Dallas,Home and lifestyle,27.0,3.0,2023-11-06,14:37:00,Ewallet,6.0,0.36,81.0,29.16,9.72,2023,11,0,6
1882,WALM027,Abilene,Fashion accessories,26.0,2.0,2021-05-07,14:02:00,Ewallet,5.0,0.48,52.0,24.96,12.48,2021,5,4,7
1883,WALM028,Odessa,Home and lifestyle,54.0,2.0,2022-03-18,21:01:00,Ewallet,9.0,0.48,108.0,51.839999999999996,25.919999999999998,2022,3,4,18
1884,WALM043,Baytown,Fashion accessories,84.0,2.0,2020-02-07,18:13:00,Ewallet,5.0,0.48,168.0,80.64,40.32,2020,2,4,7
1885,WALM022,Mesquite,Home and lifestyle,31.0,3.0,2020-09-01,17:22:00,Ewallet,5.0,0.48,93.0,44.64,14.88,2020,9,1,1
1886,WALM096,Eagle Pass,Fashion accessories,31.0,3.0,2022-09-17,11:16:00,Ewallet,8.0,0.18,93.0,16.74,5.579999999999999,2022,9,5,17
1887,WALM040,Edinburg,Home and lifestyle,80.0,3.0,2021-09-16,11:19:00,Ewallet,5.0,0.48,240.0,115.19999999999999,38.4,2021,9,3,16
1888,WALM097,Alice,Fashion accessories,33.0,2.0,2020-09-18,22:10:00,Ewallet,9.0,0.18,66.0,11.879999999999999,5.9399999999999995,2020,9,4,18
1889,WALM040,Edinburg,Home and lifestyle,21.0,2.0,2023-08-17,15:38:00,Ewallet,8.0,0.48,42.0,20.16,10.08,2023,8,3,17
1890,WALM018,Frisco,Fashion accessories,45.0,3.0,2022-03-28,09:25:00,Ewallet,4.0,0.48,135.0,64.8,21.599999999999998,2022,3,0,28
1891,WALM097,Alice,Home and lifestyle,60.0,1.0,2021-04-20,20:19:00,Ewallet,6.0,0.18,60.0,10.799999999999999,10.799999999999999,2021,4,1,20
1892,WALM022,Mesquite,Fashion accessories,24.0,1.0,2022-12-28,07:05:00,Ewallet,6.0,0.48,24.0,11.52,11.52,2022,12,2,28
1893,WALM024,Carrollton,Home and lifestyle,63.0,2.353493013972056,2023-06-09,16:09:00,Ewallet,9.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2023,6,4,9
1894,WALM009,Plano,Fashion accessories,63.0,2.353493013972056,2022-08-02,22:11:00,Ewallet,4.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2022,8,1,2
1895,WALM010,Laredo,Home and lifestyle,63.0,2.353493013972056,2023-08-01,12:06:00,Ewallet,4.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2023,8,1,1
1896,WALM069,Rockwall,Fashion accessories,63.0,2.353493013972056,2023-07-21,15:49:00,Ewallet,4.0,0.33,148.2700598802395,48.92911976047904,20.79,2023,7,4,21
1897,WALM093,Angleton,Home and lifestyle,63.0,2.353493013972056,2022-05-15,12:36:00,Ewallet,9.0,0.33,148.2700598802395,48.92911976047904,20.79,2022,5,6,15
1898,WALM098,Mineral Wells,Fashion accessories,63.0,2.353493013972056,2023-11-01,10:08:00,Ewallet,4.0,0.18,148.2700598802395,26.68861077844311,11.339999999999998,2023,11,2,1
1899,WALM009,Plano,Home and lifestyle,63.0,2.353493013972056,2021-10-01,13:05:00,Ewallet,6.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2021,10,4,1
1900,WALM071,Lufkin,Fashion accessories,63.0,2.353493013972056,2021-05-19,08:36:00,Ewallet,7.0,0.33,148.2700598802395,48.92911976047904,20.79,2021,5,2,19
1901,WALM090,Brownwood,Home and lifestyle,63.0,2.353493013972056,2021-02-13,14:50:00,Ewallet,8.0,0.33,148.2700598802395,48.92911976047904,20.79,2021,2,5,13
1902,WALM067,Haltom City,Fashion accessories,63.0,2.353493013972056,2022-05-15,19:20:00,Ewallet,8.0,0.33,148.2700598802395,48.92911976047904,20.79,2022,5,6,15
1903,WALM033,Pearland,Home and lifestyle,63.0,2.353493013972056,2022-08-28,15:37:00,Ewallet,4.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2022,8,6,28
1904,WALM018,Frisco,Fashion accessories,63.0,2.353493013972056,2022-04-21,18:30:00,Ewallet,4.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2022,4,3,21
1905,WALM076,Huntsville,Home and lifestyle,63.0,2.353493013972056,2020-03-02,14:33:00,Ewallet,4.0,0.33,148.2700598802395,48.92911976047904,20.79,2020,3,0,2
1906,WALM010,Laredo,Fashion accessories,63.0,2.353493013972056,2021-08-20,14:25:00,Ewallet,5.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2021,8,4,20
1907,WALM030,Richardson,Home and lifestyle,63.0,2.353493013972056,2023-12-14,18:12:00,Ewallet,8.0,0.48,148.2700598802395,71.16962874251496,30.239999999999995,2023,12,3,14
